match_id_home; tickets_scanned; tickets_sold_total; match_date; weather_temp_max_c; weather_temp_min_c; weather_temp_mean_c; weather_precipitation_mm; weather_rain_mm; weather_snowfall_cm; weather_windspeed_max_kmh; weather_sunshine_hours; weather_code; weather_temp_deviation; weather_score; weather_description; has_promotion; promo_tickets_total; promo_valentijn_tickets; promo_1plus1_tickets; promo_bring_a_friend_tickets; promo_free_subscriber_tickets; promo_bondskaarten_tickets; promo_discount_tickets; promotion_names                                                          ; weekday; weekday_name; is_weekend; is_midweek; academic_year; academic_week; is_public_holiday; public_holiday_name; is_school_holiday_flanders; school_holiday_name; pct_free_tickets; campaign_motto
9garbt9ourfmmy4uxcq3f84yc;4913;6878; 2024-05-05; 16.9              ; 6.8               ; 11.9               ;                      0.0;             0.0;                0.0 ;                      12.1;                   10.2;3; -2.2                  ; -0.22        ; Bewolkt            ; false        ;0;0;0;0;0;0;0;                                                                          ;6; Sunday      ; true      ; false     ; 2023/2024    ;36; false            ;                    ; false                     ;                    ;             27.9; 
dqvzs325coup7j9iqyfcazmdw;4721;5657; 2023-02-10; 7.2               ; -1.0              ; 3.9                ;                      0.0;             0.0;                0.0 ;                      18.2;                    1.0;3; -2.3                  ; -0.23        ; Bewolkt            ; false        ;0;0;0;0;0;0;0;                                                                          ;4; Friday      ; false     ; false     ; 2022/2023    ;24; false            ;                    ; false                     ;                    ;             55.6; 
d80mkemezkz16bqh6lbn8tlhw;4508;5438; 2022-09-10; 18.9              ; 13.6              ; 15.7               ;                      8.6;             8.6;                0.0 ;                      23.5;                    4.1;61; -0.6                  ; -3.64        ; Regen              ; false        ;0;0;0;0;0;0;0;                                                                          ;5; Saturday    ; true      ; false     ; 2022/2023    ;2; false            ;                    ; false                     ;                    ;             68.7; 
e6vo7nt78kq3sax8h8o1ke4gk;4494;6278; 2025-12-07; 14.2              ; 8.4               ; 11.0               ;                      4.2;             4.2;                0.0 ;                      27.4;                    0.0;61; 5.6                   ; -1.7         ; Regen              ; true         ;475;0;0;0;471;4;0;" ""Gratis ticket abonnee";" Bondskaarten""                                    ";6; Sunday      ; true      ; false     ; 2025/2026    ;14; false            ;                    ; false                     ;                    ;             37.6
d65hmi7sq03yzr5he1k7ypus4;4489;5025; 2022-08-27; 21.0              ; 15.9              ; 18.7               ;                      0.0;             0.0;                0.0 ;                      13.7;                    3.9;3; -0.8                  ; -0.08        ; Bewolkt            ; false        ;0;0;0;0;0;0;0;                                                                          ;5; Saturday    ; true      ; false     ; 2021/2022    ;52; false            ;                    ; true                      ; Summer Holiday     ;             14.8; 
9bwhkknuamvj2f60dtr3tdlas;4350;6708; 2024-04-20; 9.8               ; 4.2               ; 6.7                ;                      0.6;             0.6;                0.0 ;                      23.5;                    9.0;51; -3.5                  ; -1.53        ; Motregen           ; true         ;475;0;0;0;275;0;200;" ""Gratis ticket abonnee";" Gratis ticket""                                   ";5; Saturday    ; true      ; false     ; 2023/2024    ;34; false            ;                    ; false                     ;                    ;             28.4
csbw4frxjcvgpv95iekqvb21g;4318;6066; 2025-07-27; 21.4              ; 15.9              ; 17.9               ;                     10.9;            10.9;                0.0 ;                      15.2;                    7.4;63; -1.0                  ; -4.1         ; Regen              ; true         ;4;0;0;0;0;4;0; Bondskaart                                                               ;6; Sunday      ; true      ; false     ; 2024/2025    ;48; false            ;                    ; true                      ; Summer Holiday     ;             38.3; 
7ygyxo6o1uoe8uzbk4nsgeiok;4252;5154; 2025-04-19; 16.5              ; 5.1               ; 10.8               ;                      0.0;             0.0;                0.0 ;                      15.1;                   11.0;3; 0.6                   ; 0.06         ; Bewolkt            ; false        ;0;0;0;0;0;0;0;                                                                          ;5; Saturday    ; true      ; false     ; 2024/2025    ;33; false            ;                    ; true                      ; Easter Holiday     ;              0.0; 
7u79waryljwbgwi0mk9gugzkk;4241;5141; 2025-03-28; 12.7              ; 2.3               ; 7.7                ;                      5.8;             5.8;                0.0 ;                      14.1;                    9.6;61; -0.3                  ; -2.77        ; Regen              ; false        ;0;0;0;0;0;0;0;                                                                          ;4; Friday      ; false     ; false     ; 2024/2025    ;30; false            ;                    ; false                     ;                    ;              0.0; 
de191c5ia8dqmkvpzprawob2s;4036;5737; 2025-09-20; 24.0              ; 19.7              ; 21.3               ;                      1.4;             1.4;                0.0 ;                      20.4;                    3.5;51; 5.0                   ; -0.92        ; Motregen           ; true         ;5;0;0;0;0;5;0; Bondskaarten                                                             ;5; Saturday    ; true      ; false     ; 2025/2026    ;3; false            ;                    ; false                     ;                    ;             50.1; 
dkbsomyigazbberxvdmjq7wgk;3766;5040; 2023-01-08; 9.9               ; 7.8               ; 8.8                ;                      2.0;             2.0;                0.0 ;                      25.6;                    6.5;55; 5.2                   ; -1.08        ; Motregen           ; true         ;111;0;111;0;0;0;0;" ""1+1 actie halfseizoensabo";" 1+1 actie""                                   ";6; Sunday      ; true      ; false     ; 2022/2023    ;19; false            ;                    ; true                      ; Christmas Holiday  ;              7.3
dmcif0n7veawzigj8cd5bm904;3537;4889; 2023-01-17; 3.3               ; -3.5              ; -0.0               ;                      0.0;             0.0;                0.0 ;                      23.0;                    8.0;3; -3.6                  ; -0.36        ; Bewolkt            ; false        ;0;0;0;0;0;0;0;                                                                          ;1; Tuesday     ; false     ; true      ; 2022/2023    ;20; false            ;                    ; false                     ;                    ;              4.8; 
