match_id,match_date,kickoff_time_local,match_date_utc,kickoff_time_utc,matchday,competition_id,competition_name,season,season_id,stage,home_team_id,home_team,home_team_code,away_team_id,away_team,away_team_code,venue,winner,result_home,goals_home_ht,goals_away_ht,goals_home_ft,goals_away_ft,is_home_match,last_result_vs_opponent,tickets_scanned,league_position_home,league_position_away,Opponent,Home_games,Total_gols_in_game,opponent_position,our_position,phase_of_season,numeric_result,winning_streak,Team_position,Time_of_day
4oobcluwuns3xnlhy5m9m7sic,45312,0.770833333,2024-01-21Z,17:30:00Z,21,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2023/2024,f0atdrdim0sks9zagwg3an9jo,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,6vyr13j6kbwdtxjwm1m4m8nu2,Anderlecht,AND,King Power at Den Dreef Stadion,draw,D,1,0,1,1,TRUE,L 1-5,10786,14,2,Anderlecht,1,2,2,14,Midle,2,2,14,Afternoon
4q0z5ic8pjb74wozk4jt8clxw,45318,0.666666667,2024-01-27Z,15:00:00Z,22,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2023/2024,f0atdrdim0sks9zagwg3an9jo,Regular Season,1uk609mhtsfhokhaewjapb26,Kortrijk,KVK,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Guldensporenstadion,draw,D,0,0,0,0,FALSE,W 3-0,,16,15,Kortrijk,0,0,16,15,Midle,2,0,15,Afternoon
4s3or8i47or8p70amtotvjlec,45322,0.78125,2024-01-31Z,17:45:00Z,23,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2023/2024,f0atdrdim0sks9zagwg3an9jo,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,89xivtxk59uzvhdsd6miao6tm,Genk,GNK,King Power at Den Dreef Stadion,home,W,0,0,2,1,TRUE,L 1-3,7846,15,5,Genk,1,3,5,15,Midle,3,0,15,Afternoon
4vac5nncewvzj0ecddu81chsk,45325,0.760416667,2024-02-03Z,17:15:00Z,24,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2023/2024,f0atdrdim0sks9zagwg3an9jo,Regular Season,2nhn3ikl1ciq34w3hcp883d6p,Westerlo,WES,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Het Kuipje,away,L,0,2,0,3,FALSE,L 0-2,,10,13,Westerlo,0,3,10,13,Midle,1,1,13,Afternoon
4w2seh9hm8htc71niexj6a7f8,45332,0.666666667,2024-02-10Z,15:00:00Z,25,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2023/2024,f0atdrdim0sks9zagwg3an9jo,Regular Season,5z1b7fuvpqe6vnigvopomvecu,Standard Liège,STA,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Stade Maurice Dufrasne,home,W,1,0,1,0,FALSE,L 1-2,,11,12,Standard Liège,0,1,11,12,Midle,3,0,12,Afternoon
4yqzx2kle0xh8c6mbzui5ydjo,45339,0.760416667,2024-02-17Z,17:15:00Z,26,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2023/2024,f0atdrdim0sks9zagwg3an9jo,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,920raeoumft3q2wmvc296uceo,Sporting Charleroi,CHA,King Power at Den Dreef Stadion,draw,D,0,0,0,0,TRUE,D 1-1,9228,12,13,Sporting Charleroi,1,0,13,12,End,2,1,12,Afternoon
50ljuhsiuflgkyoqabj23q80k,45346,0.666666667,2024-02-24Z,15:00:00Z,27,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2023/2024,f0atdrdim0sks9zagwg3an9jo,Regular Season,4kzh86nfubfwsjzerl9pz73kl,RWDM,RWD,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Edmond Machtensstadion,draw,D,1,1,1,1,FALSE,L 1-2,,14,12,RWDM,0,2,14,12,End,2,0,12,Afternoon
539hjt08589esprrqk8xj09as,45353,0.760416667,2024-03-02Z,17:15:00Z,28,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2023/2024,f0atdrdim0sks9zagwg3an9jo,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,ecj1gmc7pqcjo4sc9hvghj5u3,Union Saint-Gilloise,STG,King Power at Den Dreef Stadion,away,L,0,1,0,2,TRUE,L 1-5,9789,12,1,Union Saint-Gilloise,1,2,1,12,End,1,0,12,Afternoon
54bf3d7pni6yppljo5licwhsk,45361,0.666666667,2024-03-10Z,15:00:00Z,29,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2023/2024,f0atdrdim0sks9zagwg3an9jo,Regular Season,1oyb7oym5nwzny8vxf03szd2h,Club Brugge,CLU,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Jan Breydelstadion,home,W,1,1,3,1,FALSE,L 0-1,,3,13,Club Brugge,0,4,3,13,End,3,0,13,Afternoon
57i6yyarvjpugxfcvu1v2fl04,45368,0.770833333,2024-03-17Z,17:30:00Z,30,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2023/2024,f0atdrdim0sks9zagwg3an9jo,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,b7jmo07lqav0wfe2mtlzyspak,Mechelen,KVM,King Power at Den Dreef Stadion,home,W,0,0,1,0,TRUE,W 2-1,11069,13,6,Mechelen,1,1,6,13,End,3,1,13,Afternoon
98omfw1wagomo5aac4rpyhtlg,45381,0.760416667,2024-03-30Z,17:15:00Z,1,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2023/2024,f0atdrdim0sks9zagwg3an9jo,Conference League Play-off Group,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,b7jmo07lqav0wfe2mtlzyspak,Mechelen,KVM,King Power at Den Dreef Stadion,away,L,0,1,2,3,TRUE,W 1-0,6701,12,8,Mechelen,1,5,8,12,Beggining,1,2,12,Afternoon
99y91w7iktaif0z3bvu6lqtqs,45388,0.760416667,2024-04-06Z,16:15:00Z,2,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2023/2024,f0atdrdim0sks9zagwg3an9jo,Conference League Play-off Group,5z1b7fuvpqe6vnigvopomvecu,Standard Liège,STA,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Stade Maurice Dufrasne,draw,D,0,0,0,0,FALSE,L 0-1,,12,6,Standard Liège,0,0,12,6,Beggining,2,0,6,Afternoon
9bied5x123qpk7tpdx9t2fml0,45396,0.802083333,2024-04-14Z,17:15:00Z,3,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2023/2024,f0atdrdim0sks9zagwg3an9jo,Conference League Play-off Group,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,8y3iucyxguipljcmf87a11bk9,Gent,GNT,King Power at Den Dreef Stadion,home,W,2,1,2,1,TRUE,L 0-4,4936,11,2,Gent,1,3,2,11,Beggining,3,0,11,Afternoon
9bwhkknuamvj2f60dtr3tdlas,45402,0.666666667,2024-04-20Z,14:00:00Z,4,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2023/2024,f0atdrdim0sks9zagwg3an9jo,Conference League Play-off Group,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,2989v3kho9h5jaboe1nr7lx21,Sint-Truiden,STV,King Power at Den Dreef Stadion,home,W,0,0,1,0,TRUE,D 1-1,4350,15,6,Sint-Truiden,1,1,6,15,Beggining,3,1,15,Afternoon
9d4e9li8vmiuipt83qewm1hqs,45405,0.854166667,2024-04-23Z,18:30:00Z,5,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2023/2024,f0atdrdim0sks9zagwg3an9jo,Conference League Play-off Group,2nhn3ikl1ciq34w3hcp883d6p,Westerlo,WES,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Het Kuipje,draw,D,1,0,1,1,FALSE,W 3-0,,15,13,Westerlo,0,2,15,13,Beggining,2,2,13,Evening
9eb5kjsrfg1qyk71ynzx2pwd0,45409,0.666666667,2024-04-27Z,14:00:00Z,6,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2023/2024,f0atdrdim0sks9zagwg3an9jo,Conference League Play-off Group,b7jmo07lqav0wfe2mtlzyspak,Mechelen,KVM,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Achter De Kazerne,home,W,0,0,3,0,FALSE,L 2-3,,9,14,Mechelen,0,3,9,14,Midle,3,0,14,Afternoon
9garbt9ourfmmy4uxcq3f84yc,45417,0.666666667,2024-05-05Z,14:00:00Z,7,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2023/2024,f0atdrdim0sks9zagwg3an9jo,Conference League Play-off Group,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,5z1b7fuvpqe6vnigvopomvecu,Standard Liège,STA,King Power at Den Dreef Stadion,home,W,0,1,3,1,TRUE,D 0-0,4913,12,14,Standard Liège,1,4,14,12,Midle,3,1,12,Afternoon
9h3ot7q260j2zti5eotdzdij8,45424,0.5625,2024-05-12Z,11:30:00Z,8,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2023/2024,f0atdrdim0sks9zagwg3an9jo,Conference League Play-off Group,8y3iucyxguipljcmf87a11bk9,Gent,GNT,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Planet Group Arena,away,L,0,1,0,1,FALSE,W 2-1,,1,13,Gent,0,1,1,13,Midle,1,2,13,Morning
9hy1pqjwhk2xcdgbm7fqlfris,45429,0.864583333,2024-05-17Z,18:45:00Z,9,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2023/2024,f0atdrdim0sks9zagwg3an9jo,Conference League Play-off Group,2989v3kho9h5jaboe1nr7lx21,Sint-Truiden,STV,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Daio Wasabi Stayen Stadium,draw,D,0,0,1,1,FALSE,W 1-0,,7,12,Sint-Truiden,0,2,7,12,Midle,2,0,12,Evening
9j49kwr0mzxabprw5v0rfr3mc,45437,0.854166667,2024-05-25Z,18:30:00Z,10,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2023/2024,f0atdrdim0sks9zagwg3an9jo,Conference League Play-off Group,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,2nhn3ikl1ciq34w3hcp883d6p,Westerlo,WES,King Power at Den Dreef Stadion,away,L,0,2,1,2,TRUE,D 1-1,5907,13,16,Westerlo,1,3,16,13,Midle,1,0,13,Evening
5pcyhm34h5c948yji4oryevpw,45500,0.760416667,2024-07-27Z,16:15:00Z,1,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,cyrrlv6l1onld5x247w1q1jlr,Beerschot,BEE,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Olympisch Stadion,draw,D,0,0,0,0,FALSE,L 1-3,,16,11,Beerschot,0,0,16,11,Beggining,2,0,11,Afternoon
5sue6595uizdrssh0wv22egpg,45507,0.760416667,2024-08-03Z,16:15:00Z,2,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,89xivtxk59uzvhdsd6miao6tm,Genk,GNK,King Power at Den Dreef Stadion,home,W,2,0,3,1,TRUE,W 2-1,5583,5,5,Genk,1,4,5,5,Beggining,3,0,5,Afternoon
5wb56hj1k3gel6lkn5se3gqok,45514,0.864583333,2024-08-10Z,18:45:00Z,3,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,6vyr13j6kbwdtxjwm1m4m8nu2,Anderlecht,AND,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Lotto Park,draw,D,1,1,1,1,FALSE,D 1-1,,2,3,Anderlecht,0,2,2,3,Beggining,2,1,3,Evening
602pbgoexz07st4msln8fq0wk,45522,0.666666667,2024-08-18Z,14:00:00Z,4,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,3ix9om1svhd6obl0mbk1otgop,Cercle Brugge,CER,King Power at Den Dreef Stadion,draw,D,1,1,1,1,TRUE,L 1-2,5528,6,10,Cercle Brugge,1,2,10,6,Beggining,2,0,6,Afternoon
61xmh1s2xtwsx4noo7sqj6k2c,45528,0.760416667,2024-08-24Z,16:15:00Z,5,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,2nhn3ikl1ciq34w3hcp883d6p,Westerlo,WES,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Het Kuipje,draw,D,1,1,1,1,FALSE,L 1-2,,2,7,Westerlo,0,2,2,7,Beggining,2,0,7,Afternoon
65chj645tcu0gtoy18rdroyz8,45535,0.864583333,2024-08-31Z,18:45:00Z,6,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,5z1b7fuvpqe6vnigvopomvecu,Standard Liège,STA,King Power at Den Dreef Stadion,home,W,1,0,2,0,TRUE,W 3-1,8958,8,7,Standard Liège,1,2,7,8,Midle,3,0,8,Evening
695t6yuiyw8q7bjv9nnll1atw,45550,0.666666667,2024-09-15Z,14:00:00Z,7,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,2989v3kho9h5jaboe1nr7lx21,Sint-Truiden,STV,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Daio Wasabi Stayen Stadium,home,W,1,0,2,1,FALSE,D 1-1,,15,4,Sint-Truiden,0,3,15,4,Midle,3,1,4,Afternoon
6c8lz4vpdfl8yxo9kgokz9250,45557,0.802083333,2024-09-22Z,17:15:00Z,8,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,1uk609mhtsfhokhaewjapb26,Kortrijk,KVK,King Power at Den Dreef Stadion,draw,D,0,0,1,1,TRUE,D 0-0,6061,9,14,Kortrijk,1,2,14,9,Midle,2,2,9,Afternoon
6e51m1j7b2y8ycmgv0h215c7o,45564,0.770833333,2024-09-29Z,16:30:00Z,9,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,8y3iucyxguipljcmf87a11bk9,Gent,GNT,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Planet Group Arena,home,W,2,0,3,0,FALSE,W 1-0,,3,8,Gent,0,3,3,8,Midle,3,0,8,Afternoon
6i180b3iyx583di6at041k4r8,45570,0.666666667,2024-10-05Z,14:00:00Z,10,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,b7jmo07lqav0wfe2mtlzyspak,Mechelen,KVM,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Achter De Kazerne,home,W,2,0,5,0,FALSE,L 0-3,,11,10,Mechelen,0,5,11,10,Midle,3,1,10,Afternoon
6lop4d01krcoktw7peu0xrlec,45585,0.666666667,2024-10-20Z,14:00:00Z,11,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,7zibyotq1x1hq6pmgibhr0e6s,Antwerp,ANT,King Power at Den Dreef Stadion,draw,D,0,1,1,1,TRUE,L 0-1,6921,12,4,Antwerp,1,2,4,12,Midle,2,2,12,Afternoon
6p4xcllb1x7vx1xljrk14gbh0,45591,0.666666667,2024-10-26Z,14:00:00Z,12,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,920raeoumft3q2wmvc296uceo,Sporting Charleroi,CHA,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Stade du Pays de Charleroi,away,L,0,2,0,2,FALSE,D 0-0,,11,12,Sporting Charleroi,0,2,11,12,Midle,1,0,12,Afternoon
6rulhyb9xa5yczi1jntilsr9w,45598,0.760416667,2024-11-02Z,17:15:00Z,13,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,1oyb7oym5nwzny8vxf03szd2h,Club Brugge,CLU,King Power at Den Dreef Stadion,away,L,0,0,0,1,TRUE,L 1-3,10485,10,2,Club Brugge,1,1,2,10,Midle,1,0,10,Afternoon
6vul2r4nef60spfw1s0m9nwno,45605,0.760416667,2024-11-09Z,17:15:00Z,14,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,4dtif7outbuivua8umbwegoo5,Dender,DEN,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,DENDER Football Complex,draw,D,1,1,1,1,FALSE,,,10,11,Dender,0,2,10,11,Midle,2,0,11,Afternoon
6y80kic6abtlkzmkr4oiejkt0,45620,0.666666667,2024-11-24Z,15:00:00Z,15,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,ecj1gmc7pqcjo4sc9hvghj5u3,Union Saint-Gilloise,STG,King Power at Den Dreef Stadion,draw,D,1,1,1,1,TRUE,L 0-2,6344,13,7,Union Saint-Gilloise,1,2,7,13,Midle,2,0,13,Afternoon
70wtfxx5kccxl5sxj1bvcd8us,45627,0.666666667,2024-12-01Z,15:00:00Z,16,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,6vyr13j6kbwdtxjwm1m4m8nu2,Anderlecht,AND,King Power at Den Dreef Stadion,draw,D,0,0,0,0,TRUE,D 1-1,10723,11,3,Anderlecht,1,0,3,11,Midle,2,0,11,Afternoon
741sm8f1osrj6qvq54ql5sv84,45633,0.760416667,2024-12-07Z,17:15:00Z,17,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,5z1b7fuvpqe6vnigvopomvecu,Standard Liège,STA,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Stade Maurice Dufrasne,draw,D,1,0,1,1,FALSE,W 2-0,,9,10,Standard Liège,0,2,9,10,Midle,2,0,10,Afternoon
77idfj6cmoadi2223efythatw,45640,0.760416667,2024-12-14Z,17:15:00Z,18,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,920raeoumft3q2wmvc296uceo,Sporting Charleroi,CHA,King Power at Den Dreef Stadion,home,W,0,0,1,0,TRUE,W 2-0,5641,12,10,Sporting Charleroi,1,1,10,12,Midle,3,0,12,Afternoon
7a76a8362jg3typalwyouhfdg,45648,0.802083333,2024-12-22Z,18:15:00Z,19,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,3ix9om1svhd6obl0mbk1otgop,Cercle Brugge,CER,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Jan Breydelstadion,home,W,0,0,1,0,FALSE,D 1-1,,14,11,Cercle Brugge,0,1,14,11,Midle,3,1,11,Evening
7dq0nagdoadvgfk4qfxw3lvkk,45653,0.770833333,2024-12-27Z,17:30:00Z,20,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,cyrrlv6l1onld5x247w1q1jlr,Beerschot,BEE,King Power at Den Dreef Stadion,home,W,0,0,2,0,TRUE,D 0-0,6655,12,16,Beerschot,1,2,16,12,Midle,3,2,12,Afternoon
7f8hyu2mxs711863i8ui9atqs,45668,0.760416667,2025-01-11Z,17:15:00Z,21,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,89xivtxk59uzvhdsd6miao6tm,Genk,GNK,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Cegeka Arena,home,W,0,0,2,0,FALSE,W 3-1,,1,10,Genk,0,2,1,10,Midle,3,3,10,Afternoon
7icq1hu6zx1cpixqxzm5ktb84,45676,0.666666667,2025-01-19Z,15:00:00Z,22,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,ecj1gmc7pqcjo4sc9hvghj5u3,Union Saint-Gilloise,STG,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Stade Joseph Mariën,home,W,1,0,1,0,FALSE,D 1-1,,3,11,Union Saint-Gilloise,0,1,3,11,Midle,3,4,11,Afternoon
7mk17ds9sv6rqbsd6o75ppuz8,45683,0.802083333,2025-01-26Z,18:15:00Z,23,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,8y3iucyxguipljcmf87a11bk9,Gent,GNT,King Power at Den Dreef Stadion,draw,D,0,0,0,0,TRUE,L 0-3,5550,12,6,Gent,1,0,6,12,Midle,2,5,12,Evening
7qex3cmy0pi6r9v2luba43qqc,45688,0.864583333,2025-01-31Z,19:45:00Z,24,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,b7jmo07lqav0wfe2mtlzyspak,Mechelen,KVM,King Power at Den Dreef Stadion,home,W,1,0,1,0,TRUE,L 0-5,6619,12,11,Mechelen,1,1,11,12,Midle,3,0,12,Evening
7r6v5k8usx2d5lojp7024ikus,45696,0.666666667,2025-02-08Z,15:00:00Z,25,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,1oyb7oym5nwzny8vxf03szd2h,Club Brugge,CLU,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Jan Breydelstadion,home,W,1,0,1,0,FALSE,L 0-1,,2,9,Club Brugge,0,1,2,9,Midle,3,1,9,Afternoon
7wei2vfmf9wa2ikr3hmt50ljo,45703,0.666666667,2025-02-15Z,15:00:00Z,26,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,4dtif7outbuivua8umbwegoo5,Dender,DEN,King Power at Den Dreef Stadion,home,W,1,2,3,2,TRUE,D 1-1,5782,11,9,Dender,1,5,9,11,End,3,2,11,Afternoon
7ypezm6dgrnx4seixgf565f6c,45710,0.864583333,2025-02-22Z,19:45:00Z,27,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,7zibyotq1x1hq6pmgibhr0e6s,Antwerp,ANT,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Bosuilstadion,draw,D,0,0,2,2,FALSE,D 1-1,,5,9,Antwerp,0,4,5,9,End,2,3,9,Evening
82ku9pdoluteqx9sa2bqzmcyc,45718,0.802083333,2025-03-02Z,18:15:00Z,28,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,2nhn3ikl1ciq34w3hcp883d6p,Westerlo,WES,King Power at Den Dreef Stadion,draw,D,0,0,0,0,TRUE,D 1-1,7097,9,13,Westerlo,1,0,13,9,End,2,0,9,Evening
84iv05xyhc3am31y0fo7hhces,45724,0.666666667,2025-03-08Z,15:00:00Z,29,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,1uk609mhtsfhokhaewjapb26,Kortrijk,KVK,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Guldensporenstadion,home,W,1,0,2,0,FALSE,D 1-1,,15,9,Kortrijk,0,2,15,9,End,3,0,9,Afternoon
89eut1cf33jziticurrctu2ok,45732,0.770833333,2025-03-16Z,17:30:00Z,30,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,2989v3kho9h5jaboe1nr7lx21,Sint-Truiden,STV,King Power at Den Dreef Stadion,home,W,1,1,3,2,TRUE,L 1-2,7689,11,14,Sint-Truiden,1,5,14,11,End,3,1,11,Afternoon
7u79waryljwbgwi0mk9gugzkk,45744,0.864583333,2025-03-28Z,19:45:00Z,1,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Conference League Play-off Group,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,920raeoumft3q2wmvc296uceo,Sporting Charleroi,CHA,King Power at Den Dreef Stadion,draw,D,0,0,0,0,TRUE,W 1-0,4241,11,10,Sporting Charleroi,1,0,10,11,Beggining,2,2,11,Evening
7w95lgqov6wnfqm2cbcywk6j8,45752,0.760416667,2025-04-05Z,16:15:00Z,2,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Conference League Play-off Group,2nhn3ikl1ciq34w3hcp883d6p,Westerlo,WES,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Het Kuipje,draw,D,0,0,2,2,FALSE,D 0-0,,1,5,Westerlo,0,4,1,5,Beggining,2,0,5,Afternoon
7xkc6usxncqrp5vbb59u7zlec,45760,0.666666667,2025-04-13Z,14:00:00Z,3,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Conference League Play-off Group,b7jmo07lqav0wfe2mtlzyspak,Mechelen,KVM,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Achter De Kazerne,draw,D,1,1,1,1,FALSE,W 1-0,,12,3,Mechelen,0,2,12,3,Beggining,2,0,3,Afternoon
